order_id,user_id,restaurant_id,order_time,meal_period,items_ordered,order_value,was_completed
O028806,U02702,R0045,2025-12-19T11:27:35.636692,lunch,"[""I00890"", ""I00894""]",134,True
O028807,U04406,R0085,2025-12-15T15:08:49.207549,late_night,"[""I01650"", ""I01646"", ""I01653"", ""I01652""]",567,True
O028808,U04707,R0039,2025-12-14T09:08:53.199402,breakfast,"[""I00794""]",24,True
O028809,U03902,R0074,2025-12-05T15:18:00.918364,late_night,"[""I01430"", ""I01434"", ""I01437"", ""I01438""]",223,True
O028810,U02037,R0075,2026-01-02T17:54:56.477167,late_night,"[""I01460"", ""I01452"", ""I01454"", ""I01445"", ""I01448"", ""I01449""]",981,False
O028811,U00789,R0078,2025-12-31T07:41:21.430466,breakfast,"[""I01522"", ""I01495"", ""I01520""]",355,True
O028812,U02527,R0055,2025-12-09T20:44:25.171004,dinner,"[""I01079"", ""I01082"", ""I01075"", ""I01080"", ""I01084"", ""I01078""]",1098,True
O028813,U02184,R0024,2026-01-02T13:32:08.891431,lunch,"[""I00487"", ""I00496"", ""I00486"", ""I00483""]",1409,False
O028814,U03782,R0009,2025-12-04T22:52:39.695490,dinner,"[""I00204""]",175,True
O028815,U04645,R0093,2026-01-04T13:34:44.903415,lunch,"[""I01852"", ""I01855""]",545,True
O028816,U00342,R0088,2026-01-03T16:56:56.631734,late_night,"[""I01717""]",92,True
O028817,U01563,R0072,2025-12-23T05:13:15.938066,late_night,"[""I01390"", ""I01391""]",400,True
O028818,U01249,R0011,2025-12-11T15:27:17.384579,late_night,"[""I00246""]",407,True
O028819,U04641,R0064,2025-12-02T05:02:31.570760,late_night,"[""I01246"", ""I01252"", ""I01255""]",363,True
O028820,U00150,R0098,2025-12-18T04:14:42.301343,late_night,"[""I01970"", ""I01965""]",166,True
O028821,U01022,R0004,2026-01-02T10:54:49.237747,breakfast,"[""I00081""]",324,True
O028822,U01132,R0059,2025-12-12T22:19:57.302069,dinner,"[""I01138"", ""I01146"", ""I01151"", ""I01139"", ""I01144"", ""I01137"", ""I01136""]",1212,True
O028823,U03462,R0046,2025-12-26T13:10:46.748056,lunch,"[""I00908"", ""I00911"", ""I00906""]",509,True
O028824,U04073,R0017,2025-12-16T12:35:47.807017,lunch,"[""I00371"", ""I00362"", ""I00359"", ""I00370""]",1475,True
O028825,U02528,R0028,2025-12-16T00:33:02.286078,late_night,"[""I00599""]",109,False
O028826,U02058,R0073,2025-12-31T10:10:48.396070,breakfast,"[""I01423""]",324,True
O028827,U01867,R0020,2026-01-05T13:01:30.757666,lunch,"[""I00413"", ""I00417""]",90,True
O028828,U00661,R0013,2025-12-05T10:00:00.005725,breakfast,"[""I00275"", ""I00288"", ""I00284"", ""I00280""]",531,True
O028829,U00609,R0002,2025-12-11T15:25:48.840899,late_night,"[""I00029"", ""I00024"", ""I00018""]",274,False
O028830,U01072,R0056,2025-12-22T14:22:44.368255,lunch,"[""I01099"", ""I01102"", ""I01098""]",488,True
O028831,U03413,R0083,2025-12-19T04:32:16.236865,late_night,"[""I01587"", ""I01597""]",135,True
O028832,U01095,R0043,2025-12-13T04:13:58.656287,late_night,"[""I00853"", ""I00856"", ""I00860"", ""I00861"", ""I00857"", ""I00859""]",800,True
O028833,U03973,R0079,2025-12-06T15:09:42.936569,late_night,"[""I01533"", ""I01540"", ""I01532"", ""I01530""]",768,True
O028834,U01575,R0019,2026-01-01T22:24:56.020615,dinner,"[""I00403""]",73,True
O028835,U01796,R0032,2025-12-16T15:42:30.829092,late_night,"[""I00680"", ""I00691"", ""I00683""]",312,True
O028836,U00061,R0079,2025-12-08T00:41:42.246123,late_night,"[""I01541"", ""I01530"", ""I01531""]",682,True
O028837,U04402,R0023,2025-12-18T14:25:47.566908,lunch,"[""I00475"", ""I00478"", ""I00473"", ""I00482""]",557,True
O028838,U00801,R0046,2025-12-12T01:38:54.384751,late_night,"[""I00908"", ""I00900"", ""I00909"", ""I00902"", ""I00903""]",883,False
O028839,U03031,R0021,2026-01-01T20:24:15.384378,dinner,"[""I00422"", ""I00435""]",331,True
O028840,U02048,R0063,2025-12-28T21:53:46.844258,dinner,"[""I01241"", ""I01235""]",235,True
O028841,U04375,R0003,2025-12-26T01:22:58.619416,late_night,"[""I00051"", ""I00033""]",292,True
O028842,U01699,R0042,2025-12-25T16:17:14.346487,late_night,"[""I00846"", ""I00835"", ""I00847""]",250,True
O028843,U03162,R0019,2026-01-04T10:58:46.780933,breakfast,"[""I00401"", ""I00398"", ""I00397"", ""I00396"", ""I00399""]",376,True
O028844,U01607,R0095,2025-12-19T09:42:13.523122,breakfast,"[""I01896"", ""I01874""]",325,True
O028845,U01481,R0086,2025-12-19T06:58:36.640248,late_night,"[""I01666"", ""I01659""]",257,True
O028846,U03629,R0040,2025-12-12T11:49:06.711745,lunch,"[""I00814"", ""I00803""]",85,True
O028847,U01257,R0047,2025-12-24T07:42:45.092723,breakfast,"[""I00932"", ""I00918"", ""I00919"", ""I00931"", ""I00945""]",1539,True
O028848,U03415,R0046,2025-12-11T08:12:41.907581,breakfast,"[""I00905"", ""I00903"", ""I00910""]",491,False
O028849,U03305,R0071,2025-12-08T05:19:45.279331,late_night,"[""I01368"", ""I01379"", ""I01365""]",323,True
O028850,U03217,R0054,2025-12-26T21:07:09.953974,dinner,"[""I01064"", ""I01065"", ""I01069""]",270,True
O028851,U04354,R0005,2026-01-01T16:27:26.005860,late_night,"[""I00101""]",105,True
O028852,U02734,R0084,2025-12-27T09:03:55.800103,breakfast,"[""I01626""]",37,True
O028853,U00334,R0005,2025-12-10T16:26:07.908558,late_night,"[""I00098"", ""I00084"", ""I00083""]",475,True
O028854,U00407,R0079,2025-12-06T01:55:03.100370,late_night,"[""I01537""]",62,True
O028855,U02952,R0072,2025-12-27T01:59:35.959953,late_night,"[""I01400"", ""I01398""]",206,False
O028856,U04717,R0058,2025-12-28T00:36:15.105111,late_night,"[""I01120"", ""I01131"", ""I01119""]",344,True
O028857,U01764,R0089,2025-12-06T11:51:43.120744,lunch,"[""I01742"", ""I01749"", ""I01748""]",353,True
O028858,U00949,R0046,2025-12-11T06:44:46.264703,late_night,"[""I00900"", ""I00910"", ""I00903"", ""I00901"", ""I00905""]",916,True
O028859,U03844,R0048,2025-12-12T18:22:32.960515,late_night,"[""I00964"", ""I00961"", ""I00960"", ""I00962"", ""I00950"", ""I00951""]",1378,True
O028860,U00436,R0010,2025-12-22T20:51:53.050702,dinner,"[""I00242"", ""I00237"", ""I00233"", ""I00243"", ""I00235"", ""I00232"", ""I00240""]",1142,True
O028861,U02573,R0056,2025-12-28T11:22:58.807821,lunch,"[""I01100"", ""I01088"", ""I01097""]",348,True
O028862,U01810,R0071,2025-12-01T21:08:30.213210,dinner,"[""I01375"", ""I01369"", ""I01368"", ""I01365""]",465,True
O028863,U04453,R0096,2025-12-15T18:20:13.514403,late_night,"[""I01920"", ""I01910"", ""I01909""]",150,True
O028864,U02729,R0045,2025-12-22T12:28:41.444480,lunch,"[""I00889"", ""I00896"", ""I00897"", ""I00888""]",256,True
O028865,U04428,R0014,2025-12-27T16:32:11.053682,late_night,"[""I00312"", ""I00314"", ""I00300"", ""I00307"", ""I00297""]",932,True
O028866,U04587,R0007,2025-12-21T10:54:39.929867,breakfast,"[""I00159""]",268,True
O028867,U03940,R0089,2025-12-14T09:55:13.761423,breakfast,"[""I01751"", ""I01728"", ""I01736""]",374,True
O028868,U02243,R0098,2025-12-19T03:44:26.800282,late_night,"[""I01967"", ""I01961"", ""I01964""]",268,True
O028869,U00874,R0037,2026-01-01T11:59:55.910164,lunch,"[""I00768"", ""I00753"", ""I00764"", ""I00759""]",520,True
O028870,U04346,R0076,2025-12-07T10:01:26.178814,breakfast,"[""I01471""]",120,True
O028871,U00938,R0046,2025-12-21T01:14:06.349662,late_night,"[""I00900"", ""I00907"", ""I00909""]",393,True
O028872,U00936,R0063,2026-01-02T02:17:15.589766,late_night,"[""I01235"", ""I01232""]",435,True
O028873,U02221,R0062,2025-12-13T14:15:54.986937,lunch,"[""I01211"", ""I01213"", ""I01218""]",689,True
O028874,U03329,R0012,2025-12-29T20:21:45.913498,dinner,"[""I00263"", ""I00272""]",324,True
O028875,U04888,R0069,2025-12-08T22:52:15.562836,dinner,"[""I01326""]",69,True
O028876,U04866,R0052,2025-12-18T03:01:21.617624,late_night,"[""I01008"", ""I01021""]",112,True
O028877,U02069,R0010,2025-12-23T16:49:56.558686,late_night,"[""I00241"", ""I00238"", ""I00244"", ""I00232"", ""I00242""]",786,True
O028878,U03721,R0012,2025-12-02T19:09:26.529478,dinner,"[""I00263"", ""I00270"", ""I00267""]",544,True
O028879,U00292,R0004,2025-12-04T10:40:01.491912,breakfast,"[""I00082"", ""I00072""]",488,True
O028880,U03332,R0055,2025-12-05T13:54:05.936202,lunch,"[""I01081"", ""I01082""]",226,True
O028881,U03400,R0030,2025-12-19T13:52:14.637278,lunch,"[""I00648"", ""I00643"", ""I00642"", ""I00645"", ""I00640""]",567,True
O028882,U03241,R0055,2025-12-18T03:49:47.572831,late_night,"[""I01080""]",104,False
O028883,U03508,R0069,2026-01-04T14:06:43.234648,lunch,"[""I01328"", ""I01321"", ""I01330"", ""I01323"", ""I01327"", ""I01329"", ""I01322""]",914,True
O028884,U04533,R0049,2025-12-18T20:16:51.300642,dinner,"[""I00977"", ""I00974""]",277,False
O028885,U02380,R0041,2025-12-08T13:44:16.537660,lunch,"[""I00828""]",120,True
O028886,U02725,R0013,2026-01-02T09:43:51.027409,breakfast,"[""I00284"", ""I00289"", ""I00288""]",275,True
O028887,U03269,R0023,2025-12-02T02:51:45.584898,late_night,"[""I00481""]",104,True
O028888,U04077,R0054,2025-12-28T13:17:35.847326,lunch,"[""I01059"", ""I01060""]",175,True
O028889,U03487,R0061,2025-12-03T16:12:18.593278,late_night,"[""I01184"", ""I01175"", ""I01201"", ""I01179"", ""I01204"", ""I01187""]",1763,False
O028890,U02954,R0069,2025-12-01T20:21:44.230471,dinner,"[""I01324"", ""I01329""]",141,True
O028891,U02886,R0088,2025-12-11T16:01:44.471416,late_night,"[""I01724"", ""I01711"", ""I01705""]",523,True
O028892,U04912,R0006,2025-12-23T11:18:12.850847,lunch,"[""I00131"", ""I00135"", ""I00123"", ""I00147"", ""I00128""]",496,True
O028893,U01382,R0085,2025-12-30T18:22:22.154592,late_night,"[""I01646"", ""I01644"", ""I01643""]",313,True
O028894,U01873,R0049,2025-12-29T21:09:25.303645,dinner,"[""I00972"", ""I00965"", ""I00966"", ""I00979"", ""I00973""]",1124,True
O028895,U02307,R0023,2025-12-05T01:25:41.401921,late_night,"[""I00475""]",108,True
O028896,U01909,R0080,2025-12-04T23:23:34.999681,late_night,"[""I01554"", ""I01547"", ""I01545"", ""I01552"", ""I01544""]",297,True
O028897,U00838,R0045,2026-01-01T15:39:58.738550,late_night,"[""I00898""]",147,True
O028898,U01483,R0038,2025-12-29T04:23:32.784620,late_night,"[""I00777"", ""I00771""]",609,True
O028899,U03123,R0081,2026-01-03T19:52:10.486034,dinner,"[""I01572"", ""I01563""]",145,True
O028900,U02207,R0082,2025-12-17T04:04:46.634839,late_night,"[""I01576"", ""I01580"", ""I01579""]",681,True
O028901,U02538,R0079,2025-12-09T20:09:30.905112,dinner,"[""I01535"", ""I01542"", ""I01543"", ""I01531""]",762,True
O028902,U00883,R0068,2025-12-21T13:28:00.263859,lunch,"[""I01313"", ""I01315"", ""I01308"", ""I01309""]",627,True
O028903,U03212,R0013,2025-12-22T12:08:11.104166,lunch,"[""I00276"", ""I00288"", ""I00282"", ""I00278""]",450,True
O028904,U02557,R0046,2025-12-27T22:32:49.058143,dinner,"[""I00908"", ""I00910"", ""I00909""]",457,True
O028905,U01313,R0098,2025-12-22T06:30:03.818446,late_night,"[""I01959"", ""I01958"", ""I01969""]",301,True
O028906,U04234,R0037,2025-12-12T15:14:07.493920,late_night,"[""I00754"", ""I00756"", ""I00759"", ""I00757""]",537,True
O028907,U03309,R0032,2025-12-15T16:44:31.513879,late_night,"[""I00679""]",44,True
O028908,U02746,R0069,2025-12-30T19:43:43.058288,dinner,"[""I01324"", ""I01325"", ""I01323""]",246,True
O028909,U00490,R0051,2025-12-06T09:58:37.259618,breakfast,"[""I00996"", ""I01007"", ""I01002"", ""I00995"", ""I01000""]",1541,True
O028910,U01693,R0041,2026-01-03T12:21:33.559411,lunch,"[""I00825"", ""I00824"", ""I00834"", ""I00823"", ""I00820"", ""I00821"", ""I00827""]",736,True
O028911,U00711,R0085,2025-12-13T15:02:04.596223,late_night,"[""I01654"", ""I01651"", ""I01643"", ""I01639"", ""I01652""]",797,True
O028912,U02956,R0036,2025-12-04T08:02:54.524471,breakfast,"[""I00748"", ""I00743"", ""I00739""]",112,False
O028913,U01636,R0010,2025-12-10T16:33:29.278196,late_night,"[""I00233"", ""I00232"", ""I00239""]",423,True
O028914,U01614,R0032,2025-12-08T16:55:44.333846,late_night,"[""I00679"", ""I00680"", ""I00691""]",204,True
O028915,U03531,R0031,2025-12-25T11:47:55.416122,lunch,"[""I00658""]",51,True
O028916,U00896,R0048,2025-12-25T21:34:38.260390,dinner,"[""I00963"", ""I00958"", ""I00951""]",615,False
O028917,U00040,R0039,2025-12-23T14:27:00.115732,lunch,"[""I00787"", ""I00797"", ""I00792""]",114,True
O028918,U03975,R0076,2026-01-05T06:39:43.465088,late_night,"[""I01470"", ""I01465"", ""I01467""]",153,True
O028919,U02372,R0061,2025-12-01T22:22:37.717878,dinner,"[""I01190"", ""I01176"", ""I01179""]",791,True
O028920,U01538,R0046,2026-01-04T15:49:46.769147,late_night,"[""I00905"", ""I00901"", ""I00908""]",427,True
O028921,U02513,R0059,2026-01-02T10:41:39.180256,breakfast,"[""I01139"", ""I01138"", ""I01149""]",466,True
O028922,U04733,R0098,2025-12-16T00:58:00.026500,late_night,"[""I01969"", ""I01965""]",175,True
O028923,U01569,R0058,2025-12-30T07:56:42.271685,breakfast,"[""I01134"", ""I01122"", ""I01123"", ""I01132"", ""I01121""]",635,True
O028924,U01400,R0096,2025-12-14T16:33:19.576165,late_night,"[""I01921""]",105,True
O028925,U01440,R0030,2025-12-24T21:08:57.001070,dinner,"[""I00648"", ""I00651""]",285,True
O028926,U00904,R0062,2025-12-28T08:35:08.960291,breakfast,"[""I01211"", ""I01207"", ""I01209""]",720,True
O028927,U03116,R0010,2025-12-08T07:23:36.251417,breakfast,"[""I00241"", ""I00242"", ""I00240""]",436,True
O028928,U04999,R0098,2025-12-20T15:26:59.097928,late_night,"[""I01964""]",106,True
O028929,U03337,R0057,2025-12-23T11:40:41.708851,lunch,"[""I01108"", ""I01116""]",118,True
O028930,U01315,R0022,2025-12-03T17:52:51.088805,late_night,"[""I00443"", ""I00450"", ""I00457"", ""I00445"", ""I00454"", ""I00442""]",1070,True
O028931,U02837,R0068,2025-12-08T04:05:45.336023,late_night,"[""I01308"", ""I01309"", ""I01317"", ""I01318"", ""I01312"", ""I01310"", ""I01307""]",1306,False
O028932,U04476,R0059,2025-12-12T21:46:28.834588,dinner,"[""I01140""]",279,True
O028933,U04282,R0054,2025-12-29T02:52:10.297103,late_night,"[""I01067"", ""I01062""]",148,True
O028934,U01615,R0016,2025-12-27T17:53:39.670497,late_night,"[""I00351"", ""I00346""]",230,True
O028935,U01766,R0034,2025-12-22T18:39:20.662816,late_night,"[""I00712"", ""I00709"", ""I00715""]",439,True
O028936,U04060,R0033,2025-12-18T23:19:30.887894,late_night,"[""I00696"", ""I00702""]",112,True
O028937,U00124,R0081,2025-12-22T18:50:23.770352,late_night,"[""I01561"", ""I01567"", ""I01569"", ""I01572""]",359,True
O028938,U03666,R0059,2025-12-26T22:46:13.833571,dinner,"[""I01139"", ""I01141""]",346,True
O028939,U03662,R0036,2025-12-17T09:42:38.057698,breakfast,"[""I00740"", ""I00745"", ""I00751"", ""I00748"", ""I00741"", ""I00742""]",555,True
O028940,U00227,R0088,2025-12-25T01:49:54.476131,late_night,"[""I01712"", ""I01705"", ""I01718"", ""I01723"", ""I01721"", ""I01713""]",987,True
O028941,U03700,R0036,2025-12-13T08:24:23.227934,breakfast,"[""I00742"", ""I00739"", ""I00736"", ""I00749"", ""I00744"", ""I00743"", ""I00747""]",387,True
O028942,U04998,R0076,2025-12-19T09:05:55.570820,breakfast,"[""I01470"", ""I01472""]",265,True
O028943,U01241,R0074,2025-12-04T11:18:10.955272,lunch,"[""I01429"", ""I01428""]",92,True
O028944,U03440,R0016,2025-12-29T08:56:01.075529,breakfast,"[""I00348"", ""I00355"", ""I00352"", ""I00353""]",805,True
O028945,U03991,R0049,2025-12-04T05:21:31.420848,late_night,"[""I00969"", ""I00975"", ""I00965"", ""I00976""]",683,True
O028946,U03337,R0039,2025-12-30T05:55:52.997525,late_night,"[""I00798"", ""I00795""]",201,True
O028947,U03599,R0063,2026-01-04T03:09:03.200573,late_night,"[""I01240"", ""I01237""]",249,True
O028948,U04832,R0098,2025-12-06T20:18:28.287362,dinner,"[""I01969""]",117,True
O028949,U00456,R0040,2025-12-16T00:27:05.699849,late_night,"[""I00802"", ""I00810"", ""I00805"", ""I00812"", ""I00816"", ""I00807""]",773,True
O028950,U01022,R0095,2025-12-24T00:26:26.932298,late_night,"[""I01875""]",249,False
O028951,U01990,R0040,2025-12-15T23:46:24.404804,late_night,"[""I00811"", ""I00817"", ""I00799"", ""I00810""]",559,True
O028952,U02151,R0020,2025-12-29T08:25:27.496816,breakfast,"[""I00417"", ""I00413"", ""I00412"", ""I00416""]",253,True
O028953,U02694,R0015,2025-12-04T13:13:43.937280,lunch,"[""I00323""]",201,True
O028954,U00708,R0087,2025-12-16T08:35:23.920394,breakfast,"[""I01671""]",279,True
O028955,U00308,R0080,2025-12-15T03:26:14.766223,late_night,"[""I01555"", ""I01554""]",107,True
O028956,U02591,R0034,2025-12-14T12:26:55.032820,lunch,"[""I00708"", ""I00712"", ""I00714""]",339,False
O028957,U02735,R0041,2025-12-10T17:06:40.147237,late_night,"[""I00820"", ""I00824""]",219,True
O028958,U00639,R0068,2025-12-20T22:17:29.474668,dinner,"[""I01314"", ""I01310"", ""I01317""]",419,True
O028959,U01033,R0054,2025-12-27T06:37:46.566710,late_night,"[""I01057""]",74,True
O028960,U00856,R0048,2025-12-15T01:53:28.900718,late_night,"[""I00961"", ""I00964"", ""I00954"", ""I00950"", ""I00959""]",1305,True
O028961,U01060,R0066,2025-12-25T14:32:23.840845,lunch,"[""I01280"", ""I01287""]",414,True
O028962,U03539,R0031,2025-12-29T08:01:08.511346,breakfast,"[""I00665"", ""I00660""]",79,True
O028963,U02550,R0071,2025-12-24T07:11:56.311382,breakfast,"[""I01364"", ""I01378"", ""I01377""]",397,True
O028964,U02058,R0004,2026-01-05T14:20:03.396305,lunch,"[""I00067"", ""I00074"", ""I00082""]",602,False
O028965,U00547,R0055,2025-12-28T06:10:50.235689,late_night,"[""I01079"", ""I01078"", ""I01076"", ""I01080""]",756,True
O028966,U00714,R0068,2025-12-12T16:49:35.027151,late_night,"[""I01315"", ""I01308""]",200,True
O028967,U03699,R0001,2025-12-27T17:34:36.590998,late_night,"[""I00003"", ""I00009"", ""I00012""]",260,True
O028968,U03119,R0033,2025-12-17T11:15:19.480179,lunch,"[""I00694"", ""I00703""]",187,True
O028969,U04972,R0016,2026-01-02T22:13:34.145485,dinner,"[""I00349"", ""I00352"", ""I00351"", ""I00350"", ""I00356"", ""I00354""]",638,True
O028970,U02493,R0040,2025-12-07T14:47:00.037498,lunch,"[""I00799"", ""I00802"", ""I00804""]",512,True
O028971,U02666,R0039,2025-12-26T14:48:42.334383,lunch,"[""I00787"", ""I00797"", ""I00793"", ""I00788"", ""I00786"", ""I00796""]",325,True
O028972,U02011,R0076,2025-12-06T02:33:07.198504,late_night,"[""I01472""]",216,True
O028973,U02864,R0088,2026-01-02T07:48:59.505139,breakfast,"[""I01710"", ""I01705"", ""I01721""]",457,False
O028974,U01469,R0005,2025-12-03T22:33:29.487090,dinner,"[""I00087"", ""I00098""]",261,True
O028975,U00790,R0049,2026-01-03T05:01:01.626725,late_night,"[""I00978"", ""I00973""]",255,True
O028976,U03123,R0002,2025-12-19T01:32:24.781115,late_night,"[""I00024"", ""I00028""]",104,True
O028977,U02262,R0033,2025-12-21T03:57:49.232902,late_night,"[""I00697"", ""I00698"", ""I00696""]",316,True
O028978,U00895,R0049,2025-12-17T07:34:00.889226,breakfast,"[""I00971"", ""I00970"", ""I00967""]",584,True
O028979,U02448,R0009,2025-12-19T01:16:07.213322,late_night,"[""I00204"", ""I00230"", ""I00209""]",726,True
O028980,U02873,R0051,2025-12-31T06:16:15.050694,late_night,"[""I01007"", ""I01005"", ""I00997""]",1085,True
O028981,U01867,R0020,2025-12-17T15:07:47.289635,late_night,"[""I00406""]",108,True
O028982,U03893,R0055,2025-12-20T19:04:39.721587,dinner,"[""I01082"", ""I01083"", ""I01081"", ""I01074"", ""I01085""]",837,True
O028983,U04242,R0035,2025-12-24T15:05:35.682399,late_night,"[""I00721"", ""I00728"", ""I00729""]",310,True
O028984,U00060,R0020,2025-12-21T20:12:01.877488,dinner,"[""I00405"", ""I00410"", ""I00416""]",230,True
O028985,U01652,R0035,2025-12-22T11:55:06.279322,lunch,"[""I00729"", ""I00726""]",96,True
O028986,U00588,R0081,2025-12-09T01:04:20.500723,late_night,"[""I01560""]",103,True
O028987,U04026,R0057,2025-12-17T20:45:21.785167,dinner,"[""I01115"", ""I01105"", ""I01104"", ""I01103""]",268,True
O028988,U00564,R0002,2025-12-04T12:51:35.789808,lunch,"[""I00019"", ""I00028"", ""I00027""]",222,True
O028989,U00048,R0063,2025-12-25T13:26:57.319773,lunch,"[""I01244"", ""I01231"", ""I01234"", ""I01235""]",878,True
O028990,U00912,R0090,2025-12-01T21:28:13.980218,dinner,"[""I01768"", ""I01771"", ""I01787""]",206,True
O028991,U03067,R0096,2025-12-29T06:24:30.400016,late_night,"[""I01916"", ""I01908"", ""I01920"", ""I01913"", ""I01907""]",333,True
O028992,U00837,R0040,2025-12-01T17:06:59.464969,late_night,"[""I00805"", ""I00817"", ""I00799"", ""I00816"", ""I00814"", ""I00803"", ""I00808""]",587,True
O028993,U02825,R0008,2025-12-16T17:58:24.791805,late_night,"[""I00192"", ""I00196""]",257,True
O028994,U02553,R0093,2025-12-23T23:51:58.941136,late_night,"[""I01845"", ""I01847""]",386,True
O028995,U02937,R0013,2026-01-04T17:03:03.185698,late_night,"[""I00290"", ""I00279"", ""I00288""]",443,True
O028996,U02292,R0044,2026-01-04T06:33:51.415774,late_night,"[""I00878"", ""I00871"", ""I00877""]",636,True
O028997,U02678,R0048,2025-12-07T10:11:15.551303,breakfast,"[""I00952"", ""I00953""]",518,True
